0.03125,0.03125,1,1
0.03125,0.03125,1,1
0.09375,0.03125,1,1
0.09375,0.03125,1,1
0.15625,0.03125,1,1
0.15625,0.03125,1,1
0.21875,0.03125,1,1
0.21875,0.03125,1,1
0.28125,0.03125,1,1
0.28125,0.03125,1,1
0.34375,0.03125,1,1
0.34375,0.03125,1,1
0.40625,0.03125,1,1
0.40625,0.03125,1,1
0.46875,0.03125,1,1
0.46875,0.03125,1,1
0.53125,0.03125,1,1
0.53125,0.03125,1,1
0.59375,0.03125,1,1
0.59375,0.03125,1,1
0.65625,0.03125,1,1
0.65625,0.03125,1,1
0.71875,0.03125,1,1
0.71875,0.03125,1,1
0.78125,0.03125,1,1
0.78125,0.03125,1,1
0.84375,0.03125,1,1
0.84375,0.03125,1,1
0.90625,0.03125,1,1
0.90625,0.03125,1,1
0.96875,0.03125,1,1
0.96875,0.03125,1,1
0.03125,0.09375,1,1
0.03125,0.09375,1,1
0.09375,0.09375,1,1
0.09375,0.09375,1,1
0.15625,0.09375,1,1
0.15625,0.09375,1,1
0.21875,0.09375,1,1
0.21875,0.09375,1,1
0.28125,0.09375,1,1
0.28125,0.09375,1,1
0.34375,0.09375,1,1
0.34375,0.09375,1,1
0.40625,0.09375,1,1
0.40625,0.09375,1,1
0.46875,0.09375,1,1
0.46875,0.09375,1,1
0.53125,0.09375,1,1
0.53125,0.09375,1,1
0.59375,0.09375,1,1
0.59375,0.09375,1,1
0.65625,0.09375,1,1
0.65625,0.09375,1,1
0.71875,0.09375,1,1
0.71875,0.09375,1,1
0.78125,0.09375,1,1
0.78125,0.09375,1,1
0.84375,0.09375,1,1
0.84375,0.09375,1,1
0.90625,0.09375,1,1
0.90625,0.09375,1,1
0.96875,0.09375,1,1
0.96875,0.09375,1,1
0.03125,0.15625,1,1
0.03125,0.15625,1,1
0.09375,0.15625,1,1
0.09375,0.15625,1,1
0.15625,0.15625,1,1
0.15625,0.15625,1,1
0.21875,0.15625,1,1
0.21875,0.15625,1,1
0.28125,0.15625,1,1
0.28125,0.15625,1,1
0.34375,0.15625,1,1
0.34375,0.15625,1,1
0.40625,0.15625,1,1
0.40625,0.15625,1,1
0.46875,0.15625,1,1
0.46875,0.15625,1,1
0.53125,0.15625,1,1
0.53125,0.15625,1,1
0.59375,0.15625,1,1
0.59375,0.15625,1,1
0.65625,0.15625,1,1
0.65625,0.15625,1,1
0.71875,0.15625,1,1
0.71875,0.15625,1,1
0.78125,0.15625,1,1
0.78125,0.15625,1,1
0.84375,0.15625,1,1
0.84375,0.15625,1,1
0.90625,0.15625,1,1
0.90625,0.15625,1,1
0.96875,0.15625,1,1
0.96875,0.15625,1,1
0.03125,0.21875,1,1
0.03125,0.21875,1,1
0.09375,0.21875,1,1
0.09375,0.21875,1,1
0.15625,0.21875,1,1
0.15625,0.21875,1,1
0.21875,0.21875,1,1
0.21875,0.21875,1,1
0.28125,0.21875,1,1
0.28125,0.21875,1,1
0.34375,0.21875,1,1
0.34375,0.21875,1,1
0.40625,0.21875,1,1
0.40625,0.21875,1,1
0.46875,0.21875,1,1
0.46875,0.21875,1,1
0.53125,0.21875,1,1
0.53125,0.21875,1,1
0.59375,0.21875,1,1
0.59375,0.21875,1,1
0.65625,0.21875,1,1
0.65625,0.21875,1,1
0.71875,0.21875,1,1
0.71875,0.21875,1,1
0.78125,0.21875,1,1
0.78125,0.21875,1,1
0.84375,0.21875,1,1
0.84375,0.21875,1,1
0.90625,0.21875,1,1
0.90625,0.21875,1,1
0.96875,0.21875,1,1
0.96875,0.21875,1,1
0.03125,0.28125,1,1
0.03125,0.28125,1,1
0.09375,0.28125,1,1
0.09375,0.28125,1,1
0.15625,0.28125,1,1
0.15625,0.28125,1,1
0.21875,0.28125,1,1
0.21875,0.28125,1,1
0.28125,0.28125,1,1
0.28125,0.28125,1,1
0.34375,0.28125,1,1
0.34375,0.28125,1,1
0.40625,0.28125,1,1
0.40625,0.28125,1,1
0.46875,0.28125,1,1
0.46875,0.28125,1,1
0.53125,0.28125,1,1
0.53125,0.28125,1,1
0.59375,0.28125,1,1
0.59375,0.28125,1,1
0.65625,0.28125,1,1
0.65625,0.28125,1,1
0.71875,0.28125,1,1
0.71875,0.28125,1,1
0.78125,0.28125,1,1
0.78125,0.28125,1,1
0.84375,0.28125,1,1
0.84375,0.28125,1,1
0.90625,0.28125,1,1
0.90625,0.28125,1,1
0.96875,0.28125,1,1
0.96875,0.28125,1,1
0.03125,0.34375,1,1
0.03125,0.34375,1,1
0.09375,0.34375,1,1
0.09375,0.34375,1,1
0.15625,0.34375,1,1
0.15625,0.34375,1,1
0.21875,0.34375,1,1
0.21875,0.34375,1,1
0.28125,0.34375,1,1
0.28125,0.34375,1,1
0.34375,0.34375,1,1
0.34375,0.34375,1,1
0.40625,0.34375,1,1
0.40625,0.34375,1,1
0.46875,0.34375,1,1
0.46875,0.34375,1,1
0.53125,0.34375,1,1
0.53125,0.34375,1,1
0.59375,0.34375,1,1
0.59375,0.34375,1,1
0.65625,0.34375,1,1
0.65625,0.34375,1,1
0.71875,0.34375,1,1
0.71875,0.34375,1,1
0.78125,0.34375,1,1
0.78125,0.34375,1,1
0.84375,0.34375,1,1
0.84375,0.34375,1,1
0.90625,0.34375,1,1
0.90625,0.34375,1,1
0.96875,0.34375,1,1
0.96875,0.34375,1,1
0.03125,0.40625,1,1
0.03125,0.40625,1,1
0.09375,0.40625,1,1
0.09375,0.40625,1,1
0.15625,0.40625,1,1
0.15625,0.40625,1,1
